,umur,gender,occupation_group,nominal,periode_transaksi,kategori_nominal
1142,28,1,Amil,207896,2,Nominal rendah
1143,39,0,Amil,212172,2,Nominal rendah
1144,48,0,Amil,286092,2,Nominal rendah
1145,36,1,Amil,315450,2,Nominal rendah
1146,34,0,Amil,203350,2,Nominal rendah
1147,34,0,Amil,183186,2,Nominal rendah
1148,29,0,Amil,194037,2,Nominal rendah
1149,32,0,Amil,247474,2,Nominal rendah
1150,43,0,Amil,186414,2,Nominal rendah
1151,41,0,Amil,240189,2,Nominal rendah
1152,31,0,Amil,221885,2,Nominal rendah
1153,28,0,Amil,194347,2,Nominal rendah
1154,42,0,Amil,472500,2,Nominal rendah
1155,48,0,Amil,406619,2,Nominal rendah
1156,72,0,PNS,5000000,2,Nominal sedang
1157,34,1,Amil,221288,2,Nominal rendah
1158,37,0,Amil,332920,2,Nominal rendah
1159,41,0,Lainnya,675000,2,Nominal rendah
1160,33,0,Amil,617500,2,Nominal rendah
1161,34,0,Konsultan,180000,2,Nominal rendah
1162,47,0,Amil,414797,2,Nominal rendah
1163,33,0,Amil,212198,2,Nominal rendah
1164,29,0,Staff,180686,2,Nominal rendah
1165,31,0,Amil,247474,2,Nominal rendah
1166,45,1,Amil,747500,2,Nominal rendah
1167,37,1,Auditor,100000,2,Nominal rendah
1168,50,0,Amil,214212,2,Nominal rendah
1169,31,1,Amil,263792,2,Nominal rendah
1170,36,1,Freelancer,590000,2,Nominal rendah
1171,50,0,Amil,975000,2,Nominal rendah
1172,30,1,Amil,207906,2,Nominal rendah
1173,44,0,Amil,472500,2,Nominal rendah
1174,33,1,Amil,585000,2,Nominal rendah
1175,36,0,Amil,294792,2,Nominal rendah
1176,40,0,Amil,223942,2,Nominal rendah
1177,33,0,Amil,194037,2,Nominal rendah
1178,31,1,Amil,207392,2,Nominal rendah
1179,29,1,Amil,195430,2,Nominal rendah
1180,32,0,Akuntansi,200000,2,Nominal rendah
1181,54,0,Amil,229838,2,Nominal rendah
1182,39,0,Amil,617500,2,Nominal rendah
1183,39,0,Amil,1072500,2,Nominal rendah
1184,40,0,Amil,219195,2,Nominal rendah
1185,40,0,Amil,747500,2,Nominal rendah
1186,56,0,Amil,1625000,2,Nominal rendah
1187,44,0,Amil,1072500,2,Nominal rendah
1188,36,0,Amil,351640,2,Nominal rendah
1189,41,0,Amil,780000,2,Nominal rendah
1190,48,0,Amil,585000,2,Nominal rendah
1191,62,1,Amil,1040000,2,Nominal rendah
1192,28,1,Amil,195430,2,Nominal rendah
1193,46,0,Amil,200554,2,Nominal rendah
1194,45,0,Amil,715000,2,Nominal rendah
1195,34,1,Staff,175725,2,Nominal rendah
1196,48,0,Amil,287349,2,Nominal rendah
1197,45,0,Amil,715000,2,Nominal rendah
1198,35,0,Amil,472500,2,Nominal rendah
1199,30,0,Amil,196196,2,Nominal rendah
1200,39,1,Amil,737500,2,Nominal rendah
1201,51,0,Amil,217714,2,Nominal rendah
1202,31,1,Amil,263918,2,Nominal rendah
1203,30,1,Amil,195430,2,Nominal rendah
1204,30,0,Amil,737500,2,Nominal rendah
1205,29,0,Amil,195430,2,Nominal rendah
1206,27,1,Amil,195430,2,Nominal rendah
1207,31,0,Amil,320318,2,Nominal rendah
1208,35,0,Amil,472500,2,Nominal rendah
1209,48,0,Amil,184750,2,Nominal rendah
1210,27,1,Amil,175725,2,Nominal rendah
1211,44,0,Industri,900000,2,Nominal rendah
1212,48,0,Amil,285969,2,Nominal rendah
1213,35,0,Amil,650000,2,Nominal rendah
1214,35,0,Pegawai Swasta,503750,2,Nominal rendah
1215,50,0,Amil,202213,2,Nominal rendah
1216,30,1,Amil,207906,2,Nominal rendah
1217,30,0,Amil,235325,2,Nominal rendah
1218,57,0,Amil,195179,2,Nominal rendah
1219,30,1,Amil,207896,2,Nominal rendah
1220,27,1,Amil,195430,2,Nominal rendah
1221,31,1,Amil,195430,2,Nominal rendah
1222,49,0,Amil,1137500,2,Nominal rendah
1223,41,0,Amil,228474,2,Nominal rendah
1224,35,0,Amil,335914,2,Nominal rendah
1225,69,0,Amil,617500,2,Nominal rendah
1226,39,0,Amil,271923,2,Nominal rendah
1227,28,0,Amil,195349,2,Nominal rendah
1228,31,0,Amil,247839,2,Nominal rendah
1229,30,1,Staff,187744,2,Nominal rendah
1230,29,1,Lainnya,742961,2,Nominal rendah
1231,48,0,Industri,215000,2,Nominal rendah
1232,31,0,Lainnya,210000,2,Nominal rendah
1233,36,1,Marketing,642832,2,Nominal rendah
1234,31,1,Staff,100000,2,Nominal rendah
1235,38,0,Energi,875000,2,Nominal rendah
1236,59,0,Pegawai Swasta,4428000,2,Nominal sedang
1237,30,0,Konsultan,125000,2,Nominal rendah
1238,35,0,Teknisi,150000,2,Nominal rendah
1239,45,1,Lainnya,1500000,2,Nominal rendah
1240,32,0,Amil,6000000,2,Nominal sedang
1241,33,0,Amil,100000,2,Nominal rendah
1242,39,0,Industri,200000,2,Nominal rendah
1243,29,1,Lainnya,290000,2,Nominal rendah
1244,34,0,Industri,217500,2,Nominal rendah
1245,49,0,Lainnya,685000,2,Nominal rendah
1246,34,0,Marketing,75000,2,Nominal rendah
1247,34,0,Marketing,450000,2,Nominal rendah
1248,39,0,Industri,50000,2,Nominal rendah
1249,35,0,Industri,250000,2,Nominal rendah
1250,35,0,Industri,100000,2,Nominal rendah
1251,31,0,Pegawai Swasta,808981,2,Nominal rendah
1252,33,0,Konsultan,350000,2,Nominal rendah
1253,47,0,Pegawai Swasta,2000000,2,Nominal rendah
1254,33,1,Staff,173533,2,Nominal rendah
1255,32,0,Kesehatan,318125,2,Nominal rendah
1256,31,0,Industri,375637,2,Nominal rendah
1257,52,0,Lainnya,1550000,2,Nominal rendah
1258,33,0,Energi,1960075,2,Nominal rendah
1259,32,0,Lainnya,551536,2,Nominal rendah
1260,32,0,Lainnya,362363,2,Nominal rendah
1261,34,0,Lainnya,369515,2,Nominal rendah
1262,39,0,Staff,75000,2,Nominal rendah
1263,31,0,Lainnya,388945,2,Nominal rendah
1264,33,1,Akuntansi,300000,2,Nominal rendah
1265,32,0,PNS,1188000,2,Nominal rendah
1266,33,0,Energi,2545150,2,Nominal sedang
1267,32,0,Lainnya,300000,2,Nominal rendah
1268,46,0,Konsultan,500000,2,Nominal rendah
1269,39,1,Akuntansi,25000,2,Nominal rendah
1270,51,0,Pegawai Swasta,350000,2,Nominal rendah
1271,33,0,Konsultan,1500000,2,Nominal rendah
1272,33,0,Konsultan,1500000,2,Nominal rendah
1273,32,0,Akuntansi,385000,0,Nominal rendah
1274,39,0,Staff,80300,0,Nominal rendah
1275,31,0,PNS,228000,0,Nominal rendah
1276,37,0,Teknisi,192500,0,Nominal rendah
1277,34,0,Lainnya,375000,0,Nominal rendah
1278,51,0,Teknisi,420000,0,Nominal rendah
1279,39,1,Pegawai Swasta,3000000,0,Nominal sedang
1280,32,0,Lainnya,1050944,0,Nominal rendah
1281,29,1,Lainnya,250000,0,Nominal rendah
1282,28,1,Industri,1100000,0,Nominal rendah
1283,31,0,PNS,943523,0,Nominal rendah
1284,54,0,Industri,3000000,0,Nominal sedang
1285,62,1,Amil,10000,0,Nominal rendah
1286,36,0,Amil,2450000,0,Nominal sedang
1287,62,1,Amil,10000,0,Nominal rendah
1288,44,0,Amil,2450000,0,Nominal sedang
1289,41,0,Industri,1710000,0,Nominal rendah
1290,36,0,Pegawai Swasta,150000,0,Nominal rendah
1291,55,0,Lainnya,1106421,0,Nominal rendah
1292,39,0,Staff,73000,0,Nominal rendah
1293,56,0,PNS,128100,0,Nominal rendah
1294,38,0,PNS,81100,0,Nominal rendah
1295,30,1,Konsultan,3825000,0,Nominal sedang
1296,47,0,Industri,1000000,0,Nominal rendah
1297,47,0,Industri,2000000,0,Nominal rendah
1298,47,0,Energi,2100000,0,Nominal rendah
1299,45,0,Amil,269282,0,Nominal rendah
1300,39,0,Amil,498750,0,Nominal rendah
1301,35,0,Amil,391250,0,Nominal rendah
1302,48,0,Amil,472500,0,Nominal rendah
1303,48,0,Amil,328423,0,Nominal rendah
1304,45,1,Amil,603750,0,Nominal rendah
1305,35,0,Pegawai Swasta,406875,0,Nominal rendah
1306,62,1,Amil,840000,0,Nominal rendah
1307,41,1,Amil,603750,0,Nominal rendah
1308,39,0,Amil,219630,0,Nominal rendah
1309,29,0,Konsultan,2900000,0,Nominal sedang
1310,48,0,Amil,231074,0,Nominal rendah
1311,48,0,Amil,232090,0,Nominal rendah
1312,31,0,Amil,286345,0,Nominal rendah
1313,31,1,Amil,180579,0,Nominal rendah
1314,40,0,Amil,180876,0,Nominal rendah
1315,37,1,Amil,252057,0,Nominal rendah
1316,47,0,Amil,335028,0,Nominal rendah
1317,34,0,Amil,267932,0,Nominal rendah
1318,44,0,Amil,391250,0,Nominal rendah
1319,28,0,Amil,256739,0,Nominal rendah
1320,80,0,Amil,1275028,0,Nominal rendah
1321,45,0,Amil,577500,0,Nominal rendah
1322,30,0,Amil,190070,0,Nominal rendah
1323,31,1,Amil,213063,0,Nominal rendah
1324,31,0,Amil,200177,0,Nominal rendah
1325,54,0,Amil,185639,0,Nominal rendah
1326,37,0,Amil,577500,0,Nominal rendah
1327,46,0,PNS,564375,0,Nominal rendah
1328,33,1,Amil,472500,0,Nominal rendah
1329,31,0,Amil,179215,0,Nominal rendah
1330,41,0,Amil,193999,0,Nominal rendah
1331,50,0,Amil,2900000,0,Nominal sedang
1332,51,0,Amil,175846,0,Nominal rendah
1333,40,0,Amil,603750,0,Nominal rendah
1334,48,0,Amil,230975,0,Nominal rendah
1335,41,0,Amil,184537,0,Nominal rendah
1336,41,0,Amil,630000,0,Nominal rendah
1337,35,0,Amil,525000,0,Nominal rendah
1338,34,1,Amil,178732,0,Nominal rendah
1339,31,1,Amil,213165,0,Nominal rendah
1340,31,0,Amil,261687,0,Nominal rendah
1341,35,0,Amil,391250,0,Nominal rendah
1342,33,0,Amil,171391,0,Nominal rendah
1343,40,0,Amil,177042,0,Nominal rendah
1344,35,0,Amil,271315,0,Nominal rendah
1345,45,0,Amil,577500,0,Nominal rendah
1346,40,0,Amil,630000,0,Nominal rendah
1347,46,0,Pegawai Swasta,2900000,0,Nominal sedang
1348,47,0,Amil,603750,0,Nominal rendah
1349,56,0,Amil,1312500,0,Nominal rendah
1350,36,0,Amil,391250,0,Nominal rendah
1351,31,0,Amil,258719,0,Nominal rendah
1352,39,0,Amil,171370,0,Nominal rendah
1353,32,0,Amil,199883,0,Nominal rendah
1354,39,0,Amil,866250,0,Nominal rendah
1355,50,0,Amil,787500,0,Nominal rendah
1356,46,0,Amil,184070,0,Nominal rendah
1357,36,0,Amil,238100,0,Nominal rendah
1358,30,0,Amil,612500,0,Nominal rendah
1359,50,0,Amil,173017,0,Nominal rendah
1360,36,0,Amil,616875,0,Nominal rendah
1361,39,1,Amil,472500,0,Nominal rendah
1362,69,0,Amil,498750,0,Nominal rendah
1363,36,1,Amil,254787,0,Nominal rendah
1364,32,1,Amil,276804,0,Nominal rendah
1365,33,0,Amil,498750,0,Nominal rendah
1366,29,0,Amil,190397,0,Nominal rendah
1367,52,0,Amil,198713,0,Nominal rendah
1368,31,0,Amil,199883,0,Nominal rendah
1369,44,0,Amil,866250,0,Nominal rendah
1370,51,1,Amil,525000,0,Nominal rendah
1371,31,0,Amil,172077,0,Nominal rendah
1372,37,0,Amil,268897,0,Nominal rendah
1373,49,0,Amil,918750,0,Nominal rendah
1374,45,0,Amil,603750,0,Nominal rendah
1375,39,1,Amil,612500,0,Nominal rendah
1376,42,0,Amil,391250,0,Nominal rendah
1377,47,0,Amil,294875,0,Nominal rendah
1378,69,0,Amil,2900000,0,Nominal sedang
1379,28,0,PNS,420000,0,Nominal rendah
1380,56,0,Amil,2900000,0,Nominal sedang
1381,46,0,PNS,824056,0,Nominal rendah
1382,33,1,Amil,2900000,0,Nominal sedang
1383,33,0,Pegawai Swasta,81000,0,Nominal rendah
1384,31,1,Konsultan,250000,0,Nominal rendah
1385,54,0,PNS,3000000,0,Nominal sedang
1386,39,0,Amil,2900000,0,Nominal sedang
1387,31,0,Staff,265997,0,Nominal rendah
1388,29,1,Lainnya,240450,0,Nominal rendah
1389,37,1,PNS,362429,0,Nominal rendah
1390,44,0,Amil,2900000,0,Nominal sedang
1391,37,0,Amil,268897,0,Nominal rendah
1392,30,0,Amil,190070,0,Nominal rendah
1393,30,0,Amil,612500,0,Nominal rendah
1394,39,0,Amil,171370,0,Nominal rendah
1395,69,0,Amil,498750,0,Nominal rendah
1396,50,0,Amil,787500,0,Nominal rendah
1397,52,0,Amil,198713,0,Nominal rendah
1398,44,0,Amil,391250,0,Nominal rendah
1399,45,0,Amil,577500,0,Nominal rendah
1400,40,0,Amil,603750,0,Nominal rendah
1401,30,1,Konsultan,637500,0,Nominal rendah
1402,37,0,Amil,577500,0,Nominal rendah
1403,28,0,Amil,256739,0,Nominal rendah
1404,33,1,Amil,472500,0,Nominal rendah
1405,31,1,Amil,213063,0,Nominal rendah
1406,41,0,Lainnya,700000,0,Nominal rendah
1407,31,0,Amil,200177,0,Nominal rendah
1408,47,0,Amil,294875,0,Nominal rendah
1409,50,0,Amil,173017,0,Nominal rendah
1410,39,1,Amil,472500,0,Nominal rendah
1411,46,0,PNS,564375,0,Nominal rendah
1412,35,0,Amil,271315,0,Nominal rendah
1413,29,0,Amil,190397,0,Nominal rendah
1414,32,0,Amil,199883,0,Nominal rendah
1415,51,1,Amil,525000,0,Nominal rendah
1416,56,0,Amil,1312500,0,Nominal rendah
1417,45,1,Amil,603750,0,Nominal rendah
1418,31,1,Amil,180579,0,Nominal rendah
1419,45,0,Amil,269282,0,Nominal rendah
1420,31,0,Amil,172077,0,Nominal rendah
1421,36,0,Amil,391250,0,Nominal rendah
1422,34,0,Konsultan,230000,0,Nominal rendah
1423,39,1,Amil,612500,0,Nominal rendah
1424,37,1,Amil,2900000,0,Nominal sedang
1425,44,0,Amil,866250,0,Nominal rendah
1426,40,0,Amil,180876,0,Nominal rendah
1427,34,0,Industri,356000,0,Nominal rendah
1428,35,0,Pegawai Swasta,406875,0,Nominal rendah
1429,32,1,Amil,276804,0,Nominal rendah
1430,37,1,Amil,252057,0,Nominal rendah
1431,48,0,Amil,230975,0,Nominal rendah
1432,47,0,Amil,335028,0,Nominal rendah
1433,31,0,Amil,261687,0,Nominal rendah
1434,45,0,Amil,603750,0,Nominal rendah
1435,41,1,Amil,603750,0,Nominal rendah
1436,39,0,Amil,866250,0,Nominal rendah
1437,40,0,Amil,630000,0,Nominal rendah
1438,39,0,Amil,498750,0,Nominal rendah
1439,49,0,Amil,918750,0,Nominal rendah
1440,35,0,Amil,391250,0,Nominal rendah
1441,48,0,Amil,232090,0,Nominal rendah
1442,42,0,Amil,391250,0,Nominal rendah
1443,62,1,Amil,840000,0,Nominal rendah
1444,41,0,Amil,193999,0,Nominal rendah
1445,32,0,Akuntansi,155000,0,Nominal rendah
1446,47,0,Amil,603750,0,Nominal rendah
1447,48,0,Industri,280000,0,Nominal rendah
1448,40,0,Amil,177042,0,Nominal rendah
1449,72,0,PNS,5000000,0,Nominal sedang
1450,33,0,Amil,498750,0,Nominal rendah
1451,31,0,Amil,179215,0,Nominal rendah
1452,44,0,Industri,900000,0,Nominal rendah
1453,41,0,Amil,630000,0,Nominal rendah
1454,35,0,Amil,391250,0,Nominal rendah
1455,33,0,Amil,171391,0,Nominal rendah
1456,36,0,Amil,238101,0,Nominal rendah
1457,49,0,Amil,2900000,0,Nominal sedang
1458,32,0,Pegawai Swasta,2900000,0,Nominal sedang
1459,51,0,Amil,175846,0,Nominal rendah
1460,80,0,Amil,1275028,0,Nominal rendah
1461,41,0,Amil,184537,0,Nominal rendah
1462,35,0,Amil,525000,0,Nominal rendah
1463,31,0,Amil,258719,0,Nominal rendah
1464,45,0,Amil,577500,0,Nominal rendah
1465,31,0,Amil,286345,0,Nominal rendah
1466,48,0,Amil,472500,0,Nominal rendah
1467,39,0,Amil,219630,0,Nominal rendah
1468,54,0,Amil,185639,0,Nominal rendah
1469,34,1,Amil,178732,0,Nominal rendah
1470,48,0,Amil,328423,0,Nominal rendah
1471,31,0,Amil,199883,0,Nominal rendah
1472,31,0,Pegawai Swasta,636601,0,Nominal rendah
1473,46,1,PNS,215734,0,Nominal rendah
1474,31,1,Amil,213165,0,Nominal rendah
1475,48,0,Amil,231074,0,Nominal rendah
1476,46,0,Amil,184070,0,Nominal rendah
1477,36,1,Amil,254787,0,Nominal rendah
1478,34,0,Amil,267932,0,Nominal rendah
1479,36,0,Amil,616875,0,Nominal rendah
1480,36,0,Amil,2600000,0,Nominal sedang
1481,29,1,Lainnya,375000,0,Nominal rendah
1482,33,0,Konsultan,2900000,0,Nominal sedang
1483,39,0,Industri,200000,0,Nominal rendah
1484,33,0,Konsultan,186200,0,Nominal rendah
1485,39,0,Industri,50000,0,Nominal rendah
1486,36,1,Freelancer,590000,0,Nominal rendah
1487,35,0,Teknisi,150000,0,Nominal rendah
1488,39,1,Amil,2900000,0,Nominal sedang
1489,32,0,Amil,6000000,0,Nominal sedang
1490,45,0,Amil,2900000,0,Nominal sedang
1491,33,0,Energi,402275,0,Nominal rendah
1492,47,0,Energi,750000,0,Nominal rendah
1493,80,0,Amil,5800000,0,Nominal sedang
1494,31,1,Staff,100000,0,Nominal rendah
1495,31,0,Industri,371887,0,Nominal rendah
1496,34,0,Marketing,600000,0,Nominal rendah
1497,32,0,IT,10000,0,Nominal rendah
1498,54,0,PNS,20300000,0,Nominal tinggi
1499,59,0,Pegawai Swasta,4428000,0,Nominal sedang
1500,27,1,Amil,2900000,0,Nominal sedang
1501,54,0,PNS,3000000,0,Nominal sedang
1502,27,1,Amil,2900000,0,Nominal sedang
1503,36,1,Marketing,645832,0,Nominal rendah
1504,28,0,Amil,2900000,0,Nominal sedang
1505,32,0,Kesehatan,318125,0,Nominal rendah
1506,32,0,Wiraswasta,2600000,0,Nominal sedang
1507,45,1,Lainnya,1500000,0,Nominal rendah
1508,35,0,Energi,423000,0,Nominal rendah
1509,38,1,Lainnya,3000000,2,Nominal sedang
1510,49,0,Lainnya,1050750,2,Nominal rendah
1511,38,1,Lainnya,3000000,2,Nominal sedang
1512,41,0,Industri,1740000,2,Nominal rendah
1513,38,1,Lainnya,3000000,2,Nominal sedang
1514,52,0,Lainnya,1550000,2,Nominal rendah
1515,51,0,Pegawai Swasta,350000,2,Nominal rendah
1516,39,0,Staff,75000,2,Nominal rendah
1517,35,0,Industri,250000,2,Nominal rendah
1518,31,0,PNS,228000,2,Nominal rendah
1519,33,1,Akuntansi,330000,2,Nominal rendah
1520,30,0,Konsultan,100000,2,Nominal rendah
1521,37,0,Teknisi,192500,2,Nominal rendah
1522,32,0,Lainnya,300000,2,Nominal rendah
1523,34,0,Energi,2502000,2,Nominal sedang
1524,32,0,PNS,454000,2,Nominal rendah
1525,46,0,Konsultan,500000,2,Nominal rendah
1526,34,0,Lainnya,376259,2,Nominal rendah
1527,31,0,Lainnya,210000,2,Nominal rendah
1528,32,0,IT,10000,2,Nominal rendah
1529,55,0,Lainnya,1106425,2,Nominal rendah
1530,47,0,Industri,2000000,2,Nominal rendah
1531,47,0,Industri,1000000,2,Nominal rendah
1532,56,0,PNS,128100,2,Nominal rendah
1533,38,0,PNS,81100,2,Nominal rendah
1534,37,1,PNS,362429,2,Nominal rendah
1535,29,1,Lainnya,250000,2,Nominal rendah
1536,34,0,Industri,405000,2,Nominal rendah
1537,35,0,Konsultan,500000,2,Nominal rendah
1538,48,0,Konsultan,602820,2,Nominal rendah
1539,31,1,IT,2000000,2,Nominal rendah
1540,31,1,Konsultan,300000,2,Nominal rendah
1541,29,1,Lainnya,375000,2,Nominal rendah
1542,34,0,Konsultan,210000,2,Nominal rendah
1543,31,1,Staff,100000,2,Nominal rendah
1544,48,1,PNS,212500,2,Nominal rendah
1545,32,0,Kesehatan,292000,2,Nominal rendah
1546,30,1,Konsultan,637500,2,Nominal rendah
1547,30,0,Konsultan,125000,2,Nominal rendah
1548,37,1,Pegawai Swasta,200000,2,Nominal rendah
1549,47,0,Industri,850000,2,Nominal rendah
1550,32,0,Lainnya,150000,2,Nominal rendah
1551,31,0,Industri,173800,2,Nominal rendah
1552,35,0,Industri,250000,2,Nominal rendah
1553,29,0,Industri,235000,2,Nominal rendah
1554,31,0,Lainnya,210000,2,Nominal rendah
1555,31,0,Pegawai Swasta,886500,2,Nominal rendah
1556,40,0,Teknisi,50000,2,Nominal rendah
1557,37,1,Auditor,50000,2,Nominal rendah
1558,43,0,Akuntansi,63969,2,Nominal rendah
1559,39,0,Wiraswasta,465000,2,Nominal rendah
1560,33,0,Konsultan,125000,2,Nominal rendah
1561,32,0,Lainnya,551536,2,Nominal rendah
1562,33,1,Akuntansi,444627,2,Nominal rendah
1563,31,0,Lainnya,382589,2,Nominal rendah
1564,30,1,PNS,377997,2,Nominal rendah
1565,34,1,PNS,300000,2,Nominal rendah
1566,34,0,Lainnya,362363,2,Nominal rendah
1567,51,0,Lainnya,944320,2,Nominal rendah
1568,34,0,Lainnya,362363,2,Nominal rendah
1569,32,0,Lainnya,361113,2,Nominal rendah
1570,41,1,Lainnya,547408,2,Nominal rendah
1571,31,0,PNS,215000,2,Nominal rendah
1572,34,0,Industri,402000,2,Nominal rendah
1573,51,0,Pegawai Swasta,350000,2,Nominal rendah
1574,41,0,Lainnya,897782,2,Nominal rendah
1575,37,0,Teknisi,175000,2,Nominal rendah
1576,33,1,Akuntansi,300000,2,Nominal rendah
1577,35,0,Energi,1900150,2,Nominal rendah
1578,32,1,Staff,650000,2,Nominal rendah
1579,34,1,Konsultan,500000,2,Nominal rendah
1580,63,1,Pegawai Swasta,2000000,2,Nominal rendah
1581,37,1,PNS,212194,2,Nominal rendah
1582,36,0,PNS,350403,2,Nominal rendah
1583,34,0,Industri,310000,2,Nominal rendah
1584,29,1,Lainnya,225000,2,Nominal rendah
1585,34,0,Industri,177628,2,Nominal rendah
1586,51,0,Teknisi,388000,2,Nominal rendah
1587,46,0,Konsultan,500000,2,Nominal rendah
1588,45,1,Staff,84383,2,Nominal rendah
1589,48,0,PNS,93578,2,Nominal rendah
1590,48,1,PNS,212500,2,Nominal rendah
1591,32,0,PNS,390000,2,Nominal rendah
1592,37,1,PNS,15000,2,Nominal rendah
1593,33,0,Energi,1726925,2,Nominal rendah
1594,37,1,Auditor,50000,2,Nominal rendah
1595,55,0,Lainnya,1078291,2,Nominal rendah
1596,41,0,Industri,2600000,2,Nominal sedang
1597,31,0,Staff,256754,2,Nominal rendah
1598,28,1,Lainnya,235000,2,Nominal rendah
1599,34,0,Industri,60000,2,Nominal rendah
1600,34,0,Transportasi,815750,2,Nominal rendah
1601,30,1,Amil,10000,2,Nominal rendah
1602,34,0,Industri,402000,2,Nominal rendah
1603,32,0,Lainnya,250000,2,Nominal rendah
1604,33,1,Staff,162180,2,Nominal rendah
1605,36,0,PNS,487025,2,Nominal rendah
1606,39,0,Staff,20000,2,Nominal rendah
1607,39,0,Staff,25000,2,Nominal rendah
1608,48,0,Konsultan,200000,2,Nominal rendah
1609,37,1,Auditor,50000,2,Nominal rendah
1610,39,0,Staff,50000,2,Nominal rendah
1611,29,0,Lainnya,56250,2,Nominal rendah
1612,33,0,Lainnya,400000,2,Nominal rendah
1613,47,0,Amil,30000,2,Nominal rendah
1614,76,1,Dokter,5000000,2,Nominal sedang
1615,35,0,Amil,375000,2,Nominal rendah
1616,32,1,Amil,263623,2,Nominal rendah
1617,45,0,Amil,256460,2,Nominal rendah
1618,32,0,Amil,190365,2,Nominal rendah
1619,36,1,Amil,242654,2,Nominal rendah
1620,41,0,Amil,175750,2,Nominal rendah
1621,30,0,Marketing,338763,2,Nominal rendah
1622,39,0,Wiraswasta,505000,2,Nominal rendah
1623,31,1,Amil,171980,2,Nominal rendah
1624,31,0,Amil,190645,2,Nominal rendah
1625,31,1,Amil,202917,2,Nominal rendah
1626,35,0,Pegawai Swasta,387500,2,Nominal rendah
1627,48,0,Amil,450000,2,Nominal rendah
1628,52,0,Amil,189250,2,Nominal rendah
1629,62,1,Amil,800000,2,Nominal rendah
1630,56,0,Amil,1250000,2,Nominal rendah
1631,37,0,Amil,256092,2,Nominal rendah
1632,35,0,Amil,258395,2,Nominal rendah
1633,45,0,Amil,550000,2,Nominal rendah
1634,35,0,Amil,500000,2,Nominal rendah
1635,36,1,Freelancer,590000,2,Nominal rendah
1636,39,0,Amil,209171,2,Nominal rendah
1637,39,0,Amil,475000,2,Nominal rendah
1638,41,0,Lainnya,653000,2,Nominal rendah
1639,72,0,PNS,5000000,2,Nominal sedang
1640,40,0,Amil,168612,2,Nominal rendah
1641,45,0,Amil,575000,2,Nominal rendah
1642,46,0,Amil,175305,2,Nominal rendah
1643,44,0,Industri,800000,2,Nominal rendah
1644,44,0,Amil,375000,2,Nominal rendah
1645,37,1,Amil,240055,2,Nominal rendah
1646,47,0,Amil,344074,2,Nominal rendah
1647,31,1,Konsultan,250000,2,Nominal rendah
1648,51,0,Amil,167472,2,Nominal rendah
1649,48,0,Amil,312784,2,Nominal rendah
1650,31,0,Amil,190365,2,Nominal rendah
1651,47,0,Amil,575000,2,Nominal rendah
1652,48,0,Amil,219976,2,Nominal rendah
1653,36,0,Amil,375000,2,Nominal rendah
1654,36,0,Amil,226763,2,Nominal rendah
1655,39,1,Amil,587500,2,Nominal rendah
1656,54,0,Amil,176799,2,Nominal rendah
1657,31,1,Amil,203014,2,Nominal rendah
1658,36,0,Amil,152887,2,Nominal rendah
1659,36,0,Amil,587500,2,Nominal rendah
1660,31,1,Konsultan,250000,2,Nominal rendah
1661,38,0,Energi,1500000,2,Nominal rendah
1662,40,0,Amil,575000,2,Nominal rendah
1663,41,0,Amil,600000,2,Nominal rendah
1664,42,0,Amil,375000,2,Nominal rendah
1665,33,0,Amil,50000,2,Nominal rendah
1666,48,0,Amil,220070,2,Nominal rendah
1667,33,0,Konsultan,208421,2,Nominal rendah
1668,33,0,Amil,475000,2,Nominal rendah
1669,50,0,Amil,750000,2,Nominal rendah
1670,39,1,Amil,450000,2,Nominal rendah
1671,37,0,Amil,550000,2,Nominal rendah
1672,48,0,Amil,221038,2,Nominal rendah
1673,41,1,Amil,575000,2,Nominal rendah
1674,34,1,Amil,170221,2,Nominal rendah
1675,47,0,IT,300000,2,Nominal rendah
1676,80,0,Amil,1237500,2,Nominal rendah
1677,30,0,Amil,587500,2,Nominal rendah
1678,41,0,Amil,184761,2,Nominal rendah
1679,39,0,Amil,825000,2,Nominal rendah
1680,31,0,Amil,249225,2,Nominal rendah
1681,31,0,Amil,170681,2,Nominal rendah
1682,33,1,Amil,450000,2,Nominal rendah
1683,34,0,Amil,255174,2,Nominal rendah
1684,40,0,Amil,172263,2,Nominal rendah
1685,48,1,PNS,212500,2,Nominal rendah
1686,47,0,Amil,280833,2,Nominal rendah
1687,51,1,Amil,500000,2,Nominal rendah
1688,31,0,Amil,246399,2,Nominal rendah
1689,29,0,Amil,181330,2,Nominal rendah
1690,31,0,Amil,272710,2,Nominal rendah
1691,45,1,Amil,575000,2,Nominal rendah
1692,28,0,Amil,244514,2,Nominal rendah
1693,35,0,Amil,375000,2,Nominal rendah
1694,46,0,PNS,537500,2,Nominal rendah
1695,69,0,Amil,475000,2,Nominal rendah
1696,52,0,Lainnya,1550000,2,Nominal rendah
1697,30,0,Amil,181019,2,Nominal rendah
1698,40,0,Amil,600000,2,Nominal rendah
1699,44,0,Amil,825000,2,Nominal rendah
1700,49,0,Amil,875000,2,Nominal rendah
1701,45,0,Amil,550000,2,Nominal rendah
1702,31,0,Pegawai Swasta,1345095,2,Nominal rendah
1703,33,1,Staff,162180,2,Nominal rendah
1704,35,0,Teknisi,150000,2,Nominal rendah
